user_loc,fr_loc,scaled_sci,region
KI,LC,4433,Oceania
KI,LK,22355,Oceania
KI,LR,3469,Oceania
KI,LS,500,Oceania
KI,LT,120,Oceania
KI,LU,218,Oceania
KI,LV,145,Oceania
KI,LY,203,Oceania
KI,MA,1150,Oceania
KI,MD,81,Oceania
KI,ME,437,Oceania
KI,MG,1964,Oceania
KI,MK,1583,Oceania
KI,ML,1051,Oceania
KI,MM,274,Oceania
KI,MN,366,Oceania
KI,MO,795,Oceania
KI,MQ,250,Oceania
KI,MR,729,Oceania
KI,MT,903,Oceania
KI,MU,10141,Oceania
KI,MV,3007,Oceania
KI,MW,1212,Oceania
KI,MX,201,Oceania
KI,MY,677,Oceania
KI,MZ,2234,Oceania
KI,,946,Oceania
KI,NC,44268,Oceania
KI,NE,1196,Oceania
KI,NG,1629,Oceania
KI,NI,556,Oceania
KI,NL,287,Oceania
KI,NO,692,Oceania
KI,NP,392,Oceania
KI,NZ,462920,Oceania
KI,OM,1080,Oceania
KI,PA,1438,Oceania
KI,PE,371,Oceania
KI,PF,106099,Oceania
KI,PG,376073,Oceania
KI,PH,3522,Oceania
KI,PK,1429,Oceania
KI,PL,165,Oceania
KI,PR,150,Oceania
KI,PT,191,Oceania
KI,PY,488,Oceania
KI,QA,3695,Oceania
KI,RE,3220,Oceania
KI,RO,202,Oceania
KI,RS,243,Oceania
KI,RW,2299,Oceania
KI,SA,2053,Oceania
KI,SB,3450377,Oceania
KI,SC,8861,Oceania
KI,SE,509,Oceania
KI,SG,793,Oceania
KI,SI,311,Oceania
KI,SK,368,Oceania
KI,SL,3890,Oceania
KI,SN,1090,Oceania
KI,SR,6863,Oceania
KI,ST,3312,Oceania
KI,SV,321,Oceania
KI,SZ,2027,Oceania
KI,TD,1060,Oceania
KI,TG,3183,Oceania
KI,TH,164,Oceania
KI,TJ,238,Oceania
KI,TL,8610,Oceania
KI,TN,1006,Oceania
KI,TO,651376,Oceania
KI,TR,344,Oceania
KI,TT,4125,Oceania
KI,TW,1965,Oceania
KI,TZ,1992,Oceania
KI,UA,121,Oceania
KI,UG,2002,Oceania
KI,US,2625,Oceania
KI,UY,260,Oceania
KI,UZ,140,Oceania
KI,VC,4681,Oceania
KI,VN,237,Oceania
KI,VU,490963,Oceania
KI,WS,540652,Oceania
KI,XK,134,Oceania
KI,YT,4963,Oceania
KI,ZA,603,Oceania
KI,ZM,2550,Oceania
KI,ZW,868,Oceania
NC,AE,909,Oceania
NC,AG,921,Oceania
NC,AL,277,Oceania
NC,AM,188,Oceania
NC,AO,537,Oceania
NC,AR,383,Oceania
NC,AT,1151,Oceania
NC,AU,13699,Oceania
NC,AW,986,Oceania
NC,AZ,150,Oceania
NC,BA,472,Oceania
NC,BB,660,Oceania
NC,BD,75,Oceania
NC,BE,8629,Oceania
NC,BF,1706,Oceania
NC,BG,576,Oceania
NC,BH,436,Oceania
NC,BI,979,Oceania
NC,BJ,51553,Oceania
NC,BN,678,Oceania
NC,BO,220,Oceania
NC,BR,377,Oceania
NC,BS,789,Oceania
NC,BT,128,Oceania
NC,BW,250,Oceania
NC,BY,422,Oceania
NC,BZ,833,Oceania
NC,CA,5166,Oceania
NC,CD,1061,Oceania
NC,CF,1721,Oceania
NC,CG,2323,Oceania
NC,CH,10724,Oceania
NC,CI,2739,Oceania
NC,CL,721,Oceania
NC,CM,1784,Oceania
NC,CO,275,Oceania
NC,CR,765,Oceania
NC,CV,871,Oceania
NC,CW,655,Oceania
NC,CY,1239,Oceania
NC,CZ,930,Oceania
NC,DE,1199,Oceania
NC,DJ,6390,Oceania
NC,DK,858,Oceania
NC,DO,526,Oceania
NC,DZ,1108,Oceania
NC,EC,477,Oceania
NC,EE,689,Oceania
NC,EG,144,Oceania
NC,ES,2100,Oceania
NC,ET,184,Oceania
NC,FI,684,Oceania
NC,FJ,66598,Oceania
NC,FM,4633,Oceania
NC,FR,131380,Oceania
NC,GA,5819,Oceania
NC,GB,1211,Oceania
NC,GD,916,Oceania
NC,GE,477,Oceania
NC,GF,104261,Oceania
NC,GH,349,Oceania
NC,GM,721,Oceania
NC,GN,941,Oceania
NC,GP,87716,Oceania
NC,GQ,718,Oceania
NC,GR,945,Oceania
NC,GT,142,Oceania
NC,GU,5216,Oceania
NC,GW,633,Oceania
NC,GY,446,Oceania
NC,HK,1001,Oceania
NC,HN,137,Oceania
NC,HR,650,Oceania
NC,HT,1251,Oceania
NC,HU,648,Oceania
NC,ID,370,Oceania
NC,IE,1992,Oceania
NC,IM,740,Oceania
NC,IN,73,Oceania
NC,IS,1935,Oceania
NC,IT,1539,Oceania
NC,JE,1786,Oceania
